policy_no;class;start_date;end_date;premium;premium_re
15454;101;2020-03-03;2021-03-04;18290;0
15455;306;2020-07-28;2021-07-29;13100;0
15456;102;2020-11-09;2021-11-10;11060;0
15457;307;2020-06-03;2021-06-04;35154;0
15458;101;2020-11-29;2021-11-30;21117;0
15459;301;2020-05-31;2021-06-01;49760;886
15460;301;2020-06-09;2021-06-10;41874;0
15461;306;2020-09-11;2021-09-12;42130;0
15462;306;2020-01-17;2021-01-17;32294;0
15463;101;2020-09-29;2021-09-30;34713;0
15464;301;2020-01-10;2021-01-10;14621;0
15465;308;2020-10-18;2021-10-19;22935;0
15466;101;2020-09-15;2021-09-16;10666;0
15467;301;2020-01-06;2021-01-06;10641;0
15468;301;2020-10-22;2021-10-23;25146;0
15469;308;2020-08-08;2021-08-09;18391;0
15470;101;2020-09-10;2021-09-11;16199;0
15471;307;2020-03-13;2021-03-14;23630;0
15472;307;2020-02-15;2021-02-15;30549;0
15473;306;2020-10-14;2021-10-15;22302;6153
15474;101;2020-07-26;2021-07-27;28582;14579
15475;305;2020-02-12;2021-02-12;33662;0
15476;308;2020-07-13;2021-07-14;39378;0
15477;301;2020-11-11;2021-11-12;46287;0
15478;102;2020-06-22;2021-06-23;18982;0
15479;102;2020-01-31;2021-01-31;24813;0
15480;301;2020-07-25;2021-07-26;30139;0
15481;308;2020-09-04;2021-09-05;35071;0
15482;307;2020-09-19;2021-09-20;33335;5034
15483;301;2020-10-17;2021-10-18;20264;0
15484;301;2020-12-02;2021-12-03;37379;0
15485;308;2020-04-11;2021-04-12;19043;0
15486;308;2020-06-01;2021-06-02;42768;0
15487;306;2020-02-25;2021-02-25;34465;0
15488;301;2020-05-30;2021-05-31;41370;0
15489;308;2020-07-29;2021-07-30;35213;6439
15490;306;2020-10-08;2021-10-09;18473;0
15491;307;2020-03-31;2021-04-01;28786;0
15492;307;2020-11-10;2021-11-11;39157;29827
15493;308;2020-03-15;2021-03-16;41166;0
15494;101;2020-05-11;2021-05-12;48221;0
15495;101;2020-04-04;2021-04-05;39245;0
15496;306;2020-11-20;2021-11-21;45952;0
15497;308;2020-11-13;2021-11-14;46103;0
15498;301;2020-05-04;2021-05-05;33711;0
15499;308;2020-10-19;2021-10-20;48061;0
15500;308;2020-05-30;2021-05-31;38844;0
15501;102;2020-09-29;2021-09-30;29247;0
15502;306;2020-06-22;2021-06-23;23630;0
15503;307;2020-02-10;2021-02-10;34238;0
15504;301;2020-01-27;2021-01-27;41142;0
15505;102;2020-02-17;2021-02-17;22857;0
15506;102;2020-03-05;2021-03-06;25022;0
15507;307;2020-03-02;2021-03-03;12788;0
15508;301;2020-02-17;2021-02-17;39247;0
15509;101;2020-03-09;2021-03-10;25826;0
15510;301;2020-09-13;2021-09-14;48986;0
15511;307;2020-05-14;2021-05-15;32756;0
15512;101;2020-12-02;2021-12-03;43912;0
15513;305;2020-04-28;2021-04-29;48329;0
15514;308;2020-12-22;2021-12-23;35890;0
15515;307;2020-03-16;2021-03-17;46744;0
15516;101;2020-09-17;2021-09-18;21211;0
15517;308;2020-09-24;2021-09-25;46575;0
15518;306;2020-10-22;2021-10-23;44005;0
15519;306;2020-12-04;2021-12-05;39155;0
15520;306;2020-03-08;2021-03-09;48667;0
15521;308;2020-03-15;2021-03-16;11382;0
15522;102;2020-10-19;2021-10-20;41591;0
15523;307;2020-04-05;2021-04-06;10566;8738
15524;101;2020-02-11;2021-02-11;36775;29924
15525;308;2020-12-25;2021-12-26;31659;0
15526;101;2020-06-10;2021-06-11;31926;30272
15527;101;2020-10-31;2021-11-01;47372;0
15528;307;2020-11-12;2021-11-13;43052;0
15529;305;2020-07-17;2021-07-18;19313;0
15530;305;2020-04-18;2021-04-19;49185;0
15531;306;2020-12-18;2021-12-19;19431;0
15532;306;2020-04-22;2021-04-23;47076;1193
15533;301;2020-06-16;2021-06-17;45760;7367
15534;102;2020-10-22;2021-10-23;48660;0
15535;101;2020-04-30;2021-05-01;21647;0
15536;301;2020-12-03;2021-12-04;13628;0
15537;306;2020-05-22;2021-05-23;43858;0
15538;102;2020-10-24;2021-10-25;26903;0
15539;306;2020-12-06;2021-12-07;46150;0
15540;305;2020-02-11;2021-02-11;16640;0
15541;301;2020-11-28;2021-11-29;39381;0
15542;102;2020-04-18;2021-04-19;32334;8165
15543;101;2020-09-05;2021-09-06;11300;0
15544;305;2020-10-05;2021-10-06;49465;33949
15545;102;2020-07-21;2021-07-22;24151;0
15546;306;2020-11-18;2021-11-19;41039;0
15547;301;2020-08-08;2021-08-09;15663;10806
15548;307;2020-08-06;2021-08-07;20491;0
15549;306;2020-08-31;2021-09-01;45542;0
15550;307;2020-08-18;2021-08-19;24901;0
15551;305;2020-08-27;2021-08-28;17399;0
15552;301;2020-06-30;2021-07-01;47374;17239
15553;102;2020-10-29;2021-10-30;12641;0
15554;101;2020-09-18;2021-09-19;14162;0
15555;301;2020-11-15;2021-11-16;47508;0
15556;102;2020-10-23;2021-10-24;30123;0
15557;308;2020-06-09;2021-06-10;33325;0
15558;101;2020-03-18;2021-03-19;48574;0
15559;307;2020-11-30;2021-12-01;13054;0
15560;301;2020-06-29;2021-06-30;16827;12685
15561;308;2020-10-25;2021-10-26;41670;0
15562;305;2020-03-27;2021-03-28;32539;0
15563;101;2020-04-20;2021-04-21;33303;31031
15564;301;2020-04-10;2021-04-11;10366;0
15565;308;2020-07-09;2021-07-10;10123;4440
15566;307;2020-07-06;2021-07-07;19184;0
15567;102;2020-10-21;2021-10-22;40378;0
15568;308;2020-10-16;2021-10-17;47073;0
15569;102;2020-10-07;2021-10-08;49413;0
15570;307;2020-05-21;2021-05-22;34489;0
15571;301;2020-06-23;2021-06-24;31092;0
15572;102;2020-11-17;2021-11-18;25787;590
15573;305;2020-09-20;2021-09-21;20101;0
15574;101;2020-04-28;2021-04-29;44000;0
15575;301;2020-01-21;2021-01-21;32160;0
15576;102;2020-07-23;2021-07-24;24656;0
15577;306;2020-12-21;2021-12-22;40444;0
15578;305;2020-02-21;2021-02-21;32271;0
15579;306;2020-08-16;2021-08-17;28754;0
15580;301;2020-02-03;2021-02-03;22179;12827
15581;102;2020-02-22;2021-02-22;12150;0
15582;307;2020-11-29;2021-11-30;30190;0
15583;101;2020-08-08;2021-08-09;28529;0
15584;306;2020-08-02;2021-08-03;19895;1366
15585;301;2020-06-23;2021-06-24;24545;0
15586;301;2020-07-12;2021-07-13;36818;0
15587;305;2020-04-13;2021-04-14;28347;0
15588;307;2020-05-08;2021-05-09;27502;11891
15589;305;2020-02-02;2021-02-02;41949;0
15590;307;2020-12-05;2021-12-06;24213;0
15591;305;2020-11-22;2021-11-23;43550;0
15592;102;2020-02-05;2021-02-05;19347;5900
15593;306;2020-01-23;2021-01-23;27915;0
15594;307;2020-09-18;2021-09-19;18575;0
15595;101;2020-06-13;2021-06-14;12757;0
15596;307;2020-07-16;2021-07-17;32045;0
15597;102;2020-03-09;2021-03-10;35288;0
15598;102;2020-01-02;2021-01-02;27585;0
15599;101;2020-08-26;2021-08-27;26818;0
15600;301;2020-11-07;2021-11-08;26895;0
15601;301;2020-06-03;2021-06-04;20678;0
15602;306;2020-08-13;2021-08-14;20436;0
15603;308;2020-03-31;2021-04-01;38909;0
15604;101;2020-08-12;2021-08-13;37618;0
15605;101;2020-03-13;2021-03-14;36375;0
15606;307;2020-03-13;2021-03-14;24829;18079
15607;305;2020-05-01;2021-05-02;27592;0
15608;305;2020-11-13;2021-11-14;11820;4616
15609;305;2020-08-16;2021-08-17;28611;11142
15610;308;2020-05-06;2021-05-07;13414;0
15611;307;2020-11-12;2021-11-13;40604;0
15612;102;2020-05-24;2021-05-25;44046;0
15613;305;2020-09-26;2021-09-27;17609;0
15614;308;2020-07-02;2021-07-03;45797;37181
15615;101;2020-05-25;2021-05-26;48666;19330
15616;101;2020-08-23;2021-08-24;24304;0
15617;307;2020-07-08;2021-07-09;22395;0
15618;307;2020-04-08;2021-04-09;10870;4755
15619;306;2020-11-12;2021-11-13;49017;0
15620;308;2020-10-10;2021-10-11;49088;0
15621;307;2020-04-07;2021-04-08;21683;0
15622;306;2020-12-07;2021-12-08;46801;0
15623;101;2020-07-20;2021-07-21;44529;5161
15624;101;2020-01-27;2021-01-27;19985;0
15625;305;2020-11-27;2021-11-28;42610;10324
15626;301;2020-05-31;2021-06-01;20641;0
15627;101;2020-02-10;2021-02-10;42954;0
15628;305;2020-03-20;2021-03-21;39039;0
15629;305;2020-03-23;2021-03-24;33519;0
15630;301;2020-07-21;2021-07-22;49872;0
15631;308;2020-07-27;2021-07-28;24813;0
15632;301;2020-09-15;2021-09-16;48265;0
15633;306;2020-01-06;2021-01-06;30116;0
15634;102;2020-08-30;2021-08-31;40387;0
15635;301;2020-04-15;2021-04-16;22630;0
15636;301;2020-10-18;2021-10-19;34054;0
15637;305;2020-03-27;2021-03-28;36468;0
15638;301;2020-01-18;2021-01-18;49691;0
15639;102;2020-07-16;2021-07-17;46503;0
15640;101;2020-05-08;2021-05-09;42715;0
15641;301;2020-06-07;2021-06-08;39084;0
15642;308;2020-06-17;2021-06-18;17833;0
15643;305;2020-04-12;2021-04-13;41723;0
15644;301;2020-02-12;2021-02-12;44184;0
15645;305;2020-06-13;2021-06-14;45121;0
15646;301;2020-09-23;2021-09-24;12149;0
15647;102;2020-08-15;2021-08-16;49278;0
15648;102;2020-10-09;2021-10-10;32997;0
15649;306;2020-04-21;2021-04-22;15217;0
15650;308;2020-01-03;2021-01-03;31566;0
15651;101;2020-05-13;2021-05-14;22407;0
15652;305;2020-09-19;2021-09-20;12548;0
15653;101;2020-06-01;2021-06-02;33344;0
15654;101;2020-07-18;2021-07-19;14777;0
15655;307;2020-03-20;2021-03-21;35520;17773
15656;101;2020-04-27;2021-04-28;29856;0
15657;102;2020-12-12;2021-12-13;42309;0
15658;306;2020-09-25;2021-09-26;37539;0
15659;307;2020-08-07;2021-08-08;28356;0
15660;305;2020-10-16;2021-10-17;33134;0
15661;308;2020-07-14;2021-07-15;39601;0
15662;306;2020-11-24;2021-11-25;37915;0
15663;305;2020-01-06;2021-01-06;11742;0
15664;101;2020-10-29;2021-10-30;13295;0
15665;306;2020-03-08;2021-03-09;38390;0
15666;101;2020-08-11;2021-08-12;28092;0
15667;306;2020-10-01;2021-10-02;27495;0
15668;307;2020-04-03;2021-04-04;18062;0
15669;301;2020-01-11;2021-01-11;28612;0
15670;306;2020-12-19;2021-12-20;17059;0
15671;306;2020-01-22;2021-01-22;48335;0
15672;305;2020-08-23;2021-08-24;29579;0
15673;301;2020-10-02;2021-10-03;44778;0
15674;102;2020-04-07;2021-04-08;27357;0
15675;306;2020-02-22;2021-02-22;28448;0
15676;102;2020-02-04;2021-02-04;43866;0
15677;305;2020-03-18;2021-03-19;25806;0
15678;301;2020-04-13;2021-04-14;41563;0
15679;301;2020-09-27;2021-09-28;20478;0
15680;307;2020-05-22;2021-05-23;31242;0
15681;307;2020-03-05;2021-03-06;49825;0
15682;301;2020-10-30;2021-10-31;28169;0
15683;306;2020-10-31;2021-11-01;29613;0
15684;305;2020-12-04;2021-12-05;28518;0
15685;306;2020-01-03;2021-01-03;26618;0
15686;306;2020-11-30;2021-12-01;29559;0
15687;305;2020-12-23;2021-12-24;10953;0
15688;305;2020-08-07;2021-08-08;33898;7294
15689;307;2020-08-12;2021-08-13;44199;0
15690;301;2020-07-20;2021-07-21;36215;14586
15691;306;2020-12-04;2021-12-05;41380;4796
15692;306;2020-01-24;2021-01-24;25137;0
15693;305;2020-01-17;2021-01-17;39591;0
15694;308;2020-03-26;2021-03-27;41591;0
15695;101;2020-10-31;2021-11-01;19300;0
15696;102;2020-11-11;2021-11-12;41611;1209
15697;305;2020-11-06;2021-11-07;36187;0
15698;307;2020-01-09;2021-01-09;27403;0
15699;301;2020-11-13;2021-11-14;31822;0
15700;306;2020-05-17;2021-05-18;18793;0
15701;101;2020-05-16;2021-05-17;11909;0
15702;308;2020-07-30;2021-07-31;23485;8073
15703;102;2020-08-30;2021-08-31;40916;0
15704;305;2020-08-16;2021-08-17;14783;0
15705;307;2020-11-15;2021-11-16;29151;2044
15706;308;2020-12-23;2021-12-24;18457;0
15707;307;2020-12-12;2021-12-13;31054;0
15708;307;2020-12-29;2021-12-30;26276;0
15709;101;2020-05-19;2021-05-20;45140;0
15710;305;2020-12-04;2021-12-05;13193;0
15711;305;2020-11-03;2021-11-04;24468;0
15712;101;2020-10-18;2021-10-19;45383;0
15713;305;2020-09-14;2021-09-15;36258;0
15714;305;2020-07-08;2021-07-09;45382;0
15715;305;2020-06-23;2021-06-24;21731;0
15716;102;2020-09-18;2021-09-19;12131;10285
15717;101;2020-10-27;2021-10-28;28359;0
15718;306;2020-03-23;2021-03-24;36864;0
15719;305;2020-05-15;2021-05-16;24894;0
15720;301;2020-08-20;2021-08-21;13704;0
15721;307;2020-06-30;2021-07-01;18009;0
15722;307;2020-04-14;2021-04-15;44231;0
15723;306;2020-06-24;2021-06-25;31279;0
15724;102;2020-10-14;2021-10-15;38898;0
15725;307;2020-01-14;2021-01-14;28650;0
15726;306;2020-03-27;2021-03-28;45906;0
15727;308;2020-02-08;2021-02-08;40841;0
15728;306;2020-04-12;2021-04-13;16625;0
15729;308;2020-06-26;2021-06-27;10845;0
15730;305;2020-01-13;2021-01-13;37095;0
15731;301;2020-12-03;2021-12-04;46822;0
15732;307;2020-10-05;2021-10-06;42988;0
15733;308;2020-01-10;2021-01-10;22038;0
15734;307;2020-09-28;2021-09-29;11737;2150
15735;306;2020-12-28;2021-12-29;45874;0
15736;306;2020-03-23;2021-03-24;41824;0
15737;301;2020-05-22;2021-05-23;49937;0
15738;307;2020-05-30;2021-05-31;41028;0
15739;305;2020-11-17;2021-11-18;49125;0
15740;101;2020-05-27;2021-05-28;25267;6044
15741;306;2020-04-13;2021-04-14;23590;0
15742;101;2020-07-13;2021-07-14;38229;11179
15743;102;2020-10-07;2021-10-08;27095;0
15744;101;2020-10-29;2021-10-30;40246;0
15745;307;2020-02-10;2021-02-10;17261;0
15746;101;2020-02-09;2021-02-09;19225;0
15747;102;2020-01-04;2021-01-04;12139;0
15748;102;2020-09-23;2021-09-24;20223;0
15749;102;2020-05-16;2021-05-17;12026;0
15750;305;2020-10-17;2021-10-18;49544;0
15751;306;2020-11-12;2021-11-13;31396;0
15752;307;2020-02-03;2021-02-03;38335;0
15753;102;2020-08-03;2021-08-04;40329;0
15754;102;2020-01-19;2021-01-19;16721;0
15755;305;2020-10-09;2021-10-10;15865;0
15756;307;2020-04-10;2021-04-11;36215;0
15757;308;2020-12-11;2021-12-12;11026;2174
15758;308;2020-12-14;2021-12-15;40933;0
15759;308;2020-05-05;2021-05-06;35136;0
15760;101;2020-05-11;2021-05-12;18863;0
15761;101;2020-03-26;2021-03-27;29318;12091
15762;102;2020-03-10;2021-03-11;31778;0
15763;101;2020-12-05;2021-12-06;48335;0
15764;307;2020-03-12;2021-03-13;18417;9298
15765;301;2020-10-14;2021-10-15;25752;0
15766;307;2020-06-05;2021-06-06;47424;0
15767;102;2020-09-14;2021-09-15;17330;0
15768;306;2020-11-16;2021-11-17;42131;25211
15769;306;2020-02-02;2021-02-02;43488;0
15770;301;2020-06-21;2021-06-22;11810;4410
15771;306;2020-07-21;2021-07-22;14098;0
15772;307;2020-01-14;2021-01-14;28618;0
15773;305;2020-02-06;2021-02-06;44997;0
15774;308;2020-01-14;2021-01-14;13489;0
15775;306;2020-08-12;2021-08-13;32038;0
15776;308;2020-06-06;2021-06-07;12209;0
15777;306;2020-08-26;2021-08-27;38911;0
15778;101;2020-11-24;2021-11-25;18503;0
15779;101;2020-11-07;2021-11-08;26061;0
15780;308;2020-06-03;2021-06-04;19579;0
15781;102;2020-12-19;2021-12-20;18510;0
15782;101;2020-11-20;2021-11-21;14810;12614
15783;308;2020-12-03;2021-12-04;41589;36759
15784;306;2020-08-18;2021-08-19;41042;0
15785;308;2020-11-08;2021-11-09;30239;0
15786;307;2020-08-09;2021-08-10;12411;0
15787;308;2020-09-03;2021-09-04;16231;0
15788;306;2020-02-04;2021-02-04;40622;0
15789;301;2020-12-19;2021-12-20;31372;0
15790;305;2020-12-02;2021-12-03;26815;0
15791;305;2020-09-09;2021-09-10;43886;0
15792;305;2020-01-08;2021-01-08;47972;0
15793;308;2020-05-11;2021-05-12;22764;0
15794;305;2020-09-12;2021-09-13;11309;0
15795;305;2020-02-01;2021-02-01;35591;0
15796;308;2020-11-15;2021-11-16;18323;0
15797;307;2020-11-17;2021-11-18;37525;0
15798;307;2020-09-23;2021-09-24;19470;15756
15799;308;2020-01-11;2021-01-11;16162;0
15800;101;2020-10-10;2021-10-11;39786;0
15801;301;2020-07-19;2021-07-20;17416;0
15802;102;2020-01-31;2021-01-31;31223;0
15803;307;2020-10-14;2021-10-15;19161;17089
15804;307;2020-07-16;2021-07-17;40534;0
15805;306;2020-03-15;2021-03-16;24120;0
15806;305;2020-02-06;2021-02-06;38647;13145
15807;301;2020-01-13;2021-01-13;10154;3314
15808;306;2020-03-30;2021-03-31;35358;0
15809;307;2020-04-16;2021-04-17;41387;41008
15810;102;2020-07-01;2021-07-02;20706;0
15811;306;2020-09-27;2021-09-28;25335;0
15812;101;2020-12-30;2021-12-31;48412;31258
15813;301;2020-10-29;2021-10-30;21838;0
15814;301;2020-03-11;2021-03-12;23173;0
15815;305;2020-12-15;2021-12-16;18011;0
15816;307;2020-09-06;2021-09-07;31255;25007
15817;308;2020-09-18;2021-09-19;27884;7709
15818;306;2020-09-22;2021-09-23;23330;0
15819;101;2020-05-12;2021-05-13;44827;0
15820;307;2020-08-20;2021-08-21;22792;0
15821;307;2020-02-18;2021-02-18;39830;0
15822;301;2020-07-05;2021-07-06;49625;0
15823;308;2020-11-12;2021-11-13;22166;0
15824;306;2020-05-11;2021-05-12;37276;15244
15825;301;2020-03-10;2021-03-11;16267;0
15826;306;2020-12-09;2021-12-10;46136;0
15827;306;2020-03-28;2021-03-29;29371;0
15828;102;2020-02-26;2021-02-26;33995;0
15829;306;2020-07-22;2021-07-23;15181;0
15830;306;2020-08-07;2021-08-08;16515;0
15831;308;2020-10-27;2021-10-28;38784;0
15832;306;2020-11-11;2021-11-12;20390;0
15833;307;2020-12-11;2021-12-12;46944;0
15834;305;2020-07-19;2021-07-20;23149;0
15835;101;2020-03-19;2021-03-20;15329;0
15836;301;2020-08-08;2021-08-09;23299;0
15837;102;2020-01-31;2021-01-31;17975;15506
15838;305;2020-08-08;2021-08-09;18540;7054
15839;101;2020-08-06;2021-08-07;10646;0
15840;306;2020-03-05;2021-03-06;43059;40459
15841;101;2020-12-16;2021-12-17;49310;0
15842;101;2020-12-25;2021-12-26;48682;0
15843;308;2020-02-08;2021-02-08;26304;0
15844;308;2020-02-18;2021-02-18;48382;0
15845;102;2020-09-02;2021-09-03;39974;0
15846;307;2020-02-17;2021-02-17;42519;0
15847;101;2020-02-28;2021-02-28;46151;0
15848;308;2020-09-01;2021-09-02;29777;0
15849;306;2020-07-07;2021-07-08;13846;0
15850;301;2020-09-24;2021-09-25;16239;0
15851;305;2020-07-03;2021-07-04;28467;0
15852;308;2020-08-16;2021-08-17;11191;0
15853;101;2020-10-26;2021-10-27;31554;0
15854;102;2020-08-29;2021-08-30;37382;0
15855;308;2020-08-03;2021-08-04;11608;0
15856;308;2020-09-12;2021-09-13;37967;48
15857;305;2020-08-31;2021-09-01;43660;0
15858;305;2020-01-21;2021-01-21;41151;0
15859;308;2020-11-03;2021-11-04;31302;23112
15860;101;2020-04-28;2021-04-29;35975;21842
15861;101;2020-10-26;2021-10-27;16646;10609
15862;306;2020-04-17;2021-04-18;12306;0
15863;308;2020-02-18;2021-02-18;23825;0
15864;306;2020-07-05;2021-07-06;24994;0
15865;301;2020-03-23;2021-03-24;12851;0
15866;307;2020-08-21;2021-08-22;38200;0
15867;308;2020-02-14;2021-02-14;12242;7951
15868;306;2020-02-01;2021-02-01;47686;0
15869;101;2020-07-23;2021-07-24;36232;0
15870;305;2020-10-12;2021-10-13;16959;0
15871;307;2020-04-13;2021-04-14;36783;10505
15872;308;2020-11-09;2021-11-10;34756;6123
15873;101;2020-10-17;2021-10-18;45257;0
15874;102;2020-12-18;2021-12-19;31211;0
15875;102;2020-12-31;2022-01-01;36106;11390
15876;305;2020-05-26;2021-05-27;40453;0
15877;308;2020-08-01;2021-08-02;21200;0
15878;306;2020-07-04;2021-07-05;21587;0
15879;301;2020-09-30;2021-10-01;16427;0
15880;305;2020-05-11;2021-05-12;12288;0
15881;101;2020-10-26;2021-10-27;21097;0
15882;101;2020-08-06;2021-08-07;22350;0
15883;308;2020-11-29;2021-11-30;22040;0
15884;102;2020-09-24;2021-09-25;17249;0
15885;308;2020-08-08;2021-08-09;22182;0
15886;306;2020-06-10;2021-06-11;16271;0
15887;307;2020-08-04;2021-08-05;31455;0
15888;305;2020-11-24;2021-11-25;42902;0
15889;301;2020-07-21;2021-07-22;46666;18769
15890;102;2020-04-02;2021-04-03;32289;0
15891;307;2020-09-30;2021-10-01;21536;0
15892;307;2020-01-08;2021-01-08;19812;0
15893;101;2020-02-08;2021-02-08;17118;0
15894;101;2020-09-17;2021-09-18;12673;11114
15895;308;2020-09-02;2021-09-03;43627;0
15896;101;2020-03-29;2021-03-30;39644;0
15897;306;2020-02-19;2021-02-19;26685;8165
15898;307;2020-12-10;2021-12-11;31259;0
15899;102;2020-09-23;2021-09-24;29464;0
15900;308;2020-10-30;2021-10-31;32179;0
15901;301;2020-05-10;2021-05-11;14052;7118
15902;101;2020-10-15;2021-10-16;20244;0
15903;307;2020-04-19;2021-04-20;44541;0
15904;306;2020-10-20;2021-10-21;47757;0
15905;305;2020-10-22;2021-10-23;49350;0
15906;101;2020-10-27;2021-10-28;23158;0
15907;301;2020-03-01;2021-03-02;14952;0
15908;305;2020-03-03;2021-03-04;47502;0
15909;308;2020-12-12;2021-12-13;26100;0
15910;306;2020-12-06;2021-12-07;38577;27464
15911;301;2020-06-12;2021-06-13;46922;0
15912;305;2020-08-24;2021-08-25;43609;0
15913;301;2020-06-10;2021-06-11;42913;0
15914;307;2020-07-11;2021-07-12;35494;0
15915;307;2020-02-20;2021-02-20;17715;10113
15916;308;2020-01-07;2021-01-07;38943;0
15917;307;2020-02-04;2021-02-04;29511;0
15918;307;2020-10-20;2021-10-21;43537;0
15919;301;2020-06-07;2021-06-08;23759;0
15920;101;2020-09-20;2021-09-21;21772;0
15921;305;2020-05-16;2021-05-17;42828;0
15922;102;2020-07-03;2021-07-04;34822;0
15923;301;2020-06-17;2021-06-18;18809;0
15924;305;2020-01-11;2021-01-11;44658;31143
15925;301;2020-05-07;2021-05-08;36911;0
15926;306;2020-08-18;2021-08-19;36021;22906
15927;301;2020-12-22;2021-12-23;16497;2844
15928;306;2020-12-05;2021-12-06;41541;0
15929;307;2020-12-01;2021-12-02;41094;24333
15930;308;2020-10-23;2021-10-24;25330;0
15931;101;2020-04-23;2021-04-24;40214;0
15932;308;2020-09-15;2021-09-16;48061;0
15933;305;2020-10-08;2021-10-09;32522;0
15934;301;2020-03-15;2021-03-16;17729;0
15935;305;2020-03-14;2021-03-15;43893;26800
15936;102;2020-09-03;2021-09-04;42316;0
15937;102;2020-10-02;2021-10-03;30226;0
15938;301;2020-07-05;2021-07-06;18932;3493
15939;301;2020-10-02;2021-10-03;35499;6060
15940;308;2020-09-21;2021-09-22;43433;25392
15941;301;2020-06-09;2021-06-10;27881;0
15942;102;2020-07-24;2021-07-25;20473;0
15943;306;2020-10-03;2021-10-04;30506;0
15944;102;2020-12-16;2021-12-17;35600;0
15945;306;2020-02-16;2021-02-16;15936;0
15946;305;2020-02-06;2021-02-06;38694;0
15947;305;2020-11-02;2021-11-03;33090;0
15948;101;2020-02-21;2021-02-21;27682;0
15949;307;2020-08-20;2021-08-21;29368;0
15950;307;2020-02-20;2021-02-20;47710;24652
15951;102;2020-06-16;2021-06-17;23090;0
15952;307;2020-07-29;2021-07-30;24572;0
15953;307;2020-06-18;2021-06-19;35487;0
15954;306;2020-07-20;2021-07-21;37154;0
15955;102;2020-01-17;2021-01-17;30860;0
15956;305;2020-08-24;2021-08-25;20375;0
15957;305;2020-06-26;2021-06-27;45385;0
15958;307;2020-09-09;2021-09-10;24430;0
15959;306;2020-10-02;2021-10-03;38807;35189
15960;308;2020-07-26;2021-07-27;38882;6415
15961;305;2020-11-21;2021-11-22;42632;0
15962;301;2020-09-04;2021-09-05;43989;0
15963;101;2020-02-16;2021-02-16;19843;0
15964;301;2020-11-27;2021-11-28;34869;0
15965;308;2020-03-16;2021-03-17;41393;21042
15966;308;2020-10-23;2021-10-24;13114;0
15967;308;2020-09-03;2021-09-04;37469;0
15968;101;2020-06-03;2021-06-04;12036;0
15969;102;2020-05-05;2021-05-06;49781;0
15970;307;2020-11-18;2021-11-19;38530;0
15971;307;2020-07-15;2021-07-16;18854;0
15972;308;2020-01-23;2021-01-23;26695;0
15973;301;2020-04-11;2021-04-12;33287;4870
15974;305;2020-11-08;2021-11-09;35049;0
15975;306;2020-10-31;2021-11-01;38672;0
15976;305;2020-02-10;2021-02-10;12623;11867
15977;308;2020-06-08;2021-06-09;41444;0
15978;101;2020-12-01;2021-12-02;10746;0
15979;305;2020-05-11;2021-05-12;31054;30143
15980;102;2020-09-16;2021-09-17;10872;0
15981;307;2020-06-19;2021-06-20;44120;0
15982;308;2020-12-07;2021-12-08;17247;0
15983;308;2020-08-09;2021-08-10;12549;0
